"threshold","percentile_sum","cumulative_sum"
0.0599,23354,3684265
0.06,24130,3660911
0.0601,23445,3636781
0.0602,23305,3613336
0.0603,22820,3590031
0.0604,22550,3567211
0.0605,22129,3544661
0.0606,22595,3522532
0.0607,22625,3499937
0.0608,21719,3477312
0.0609,21785,3455593
0.061,21470,3433808
0.0611,21443,3412338
0.0612,21531,3390895
0.0613,21316,3369364
0.0614,21213,3348048
0.0615,20498,3326835
0.0616,20892,3306337
0.0617,20857,3285445
0.0618,20230,3264588
0.0619,19810,3244358
0.062,20038,3224548
0.0621,19773,3204510
0.0622,19401,3184737
0.0623,19377,3165336
0.0624,19279,3145959
0.0625,18843,3126680
0.0626,19055,3107837
0.0627,18618,3088782
0.0628,18668,3070164
0.0629,18726,3051496
0.063,18671,3032770
0.0631,18066,3014099
0.0632,18265,2996033
0.0633,18112,2977768
0.0634,17816,2959656
0.0635,17755,2941840
0.0636,17235,2924085
0.0637,17508,2906850
0.0638,17750,2889342
0.0639,17458,2871592
0.064,17457,2854134
0.0641,16807,2836677
0.0642,16549,2819870
0.0643,16640,2803321
0.0644,16635,2786681
0.0645,16525,2770046
0.0646,16361,2753521
0.0647,16183,2737160
0.0648,16073,2720977
0.0649,16000,2704904
0.065,15390,2688904
0.0651,16006,2673514
0.0652,15659,2657508
0.0653,15645,2641849
0.0654,15216,2626204
0.0655,15238,2610988
0.0656,15167,2595750
0.0657,15461,2580583
0.0658,14958,2565122
0.0659,15057,2550164
0.066,14365,2535107
0.0661,14556,2520742
0.0662,14715,2506186
0.0663,14350,2491471
0.0664,14077,2477121
0.0665,13920,2463044
0.0666,13973,2449124
0.0667,13868,2435151
0.0668,13857,2421283
0.0669,13902,2407426
0.067,13154,2393524
0.0671,13076,2380370
0.0672,13212,2367294
0.0673,13220,2354082
0.0674,13060,2340862
0.0675,13194,2327802
0.0676,12992,2314608
0.0677,12733,2301616
0.0678,12799,2288883
0.0679,12763,2276084
0.068,12658,2263321
0.0681,12515,2250663
0.0682,12242,2238148
0.0683,12072,2225906
0.0684,12152,2213834
0.0685,11777,2201682
0.0686,11966,2189905
0.0687,12141,2177939
0.0688,11646,2165798
0.0689,11595,2154152
0.069,11533,2142557
0.0691,11618,2131024
0.0692,11321,2119406
0.0693,11553,2108085
0.0694,11294,2096532
0.0695,11034,2085238
0.0696,10903,2074204
0.0697,11253,2063301
0.0698,10946,2052048
0.0699,10804,2041102
0.07,10688,2030298
0.0701,10778,2019610
0.0702,10587,2008832
0.0703,10412,1998245
0.0704,10414,1987833
0.0705,10161,1977419
0.0706,10262,1967258
0.0707,10057,1956996
0.0708,10052,1946939
0.0709,10133,1936887
0.071,10125,1926754
0.0711,9900,1916629
0.0712,9882,1906729
0.0713,9988,1896847
0.0714,9851,1886859
0.0715,9666,1877008
0.0716,9443,1867342
0.0717,9690,1857899
0.0718,9470,1848209
0.0719,9447,1838739
0.072,9125,1829292
