"threshold","percentile_sum","cumulative_sum"
0.0993,106273,661747338
0.0994,105514,661641065
0.0995,106846,661535551
0.0996,107871,661428705
0.0997,106594,661320834
0.0998,107026,661214240
0.0999,107841,661107214
0.1,107884,660999373
0.1001,106593,660891489
0.1002,108631,660784896
0.1003,108314,660676265
0.1004,107992,660567951
0.1005,109599,660459959
0.1006,108730,660350360
0.1007,107917,660241630
0.1008,108776,660133713
0.1009,110043,660024937
0.101,109754,659914894
0.1011,109943,659805140
0.1012,110085,659695197
0.1013,110210,659585112
0.1014,110050,659474902
0.1015,111470,659364852
0.1016,111492,659253382
0.1017,110718,659141890
0.1018,111785,659031172
0.1019,111173,658919387
0.102,110620,658808214
0.1021,111143,658697594
0.1022,111647,658586451
0.1023,112276,658474804
0.1024,111901,658362528
0.1025,112258,658250627
0.1026,112093,658138369
0.1027,112317,658026276
0.1028,112846,657913959
0.1029,111958,657801113
0.103,112613,657689155
0.1031,113516,657576542
0.1032,113610,657463026
0.1033,113290,657349416
0.1034,113611,657236126
0.1035,114325,657122515
0.1036,114618,657008190
0.1037,114782,656893572
0.1038,114438,656778790
0.1039,114826,656664352
0.104,114960,656549526
0.1041,115197,656434566
0.1042,114558,656319369
0.1043,115736,656204811
0.1044,116183,656089075
0.1045,116047,655972892
0.1046,116859,655856845
0.1047,116646,655739986
0.1048,115946,655623340
0.1049,115902,655507394
0.105,116109,655391492
0.1051,116614,655275383
0.1052,116714,655158769
0.1053,117069,655042055
0.1054,116572,654924986
0.1055,117009,654808414
0.1056,117929,654691405
0.1057,117842,654573476
0.1058,117780,654455634
0.1059,118937,654337854
0.106,118079,654218917
0.1061,118632,654100838
0.1062,119089,653982206
0.1063,119536,653863117
0.1064,119238,653743581
0.1065,118879,653624343
0.1066,118398,653505464
0.1067,119802,653387066
0.1068,120041,653267264
0.1069,119309,653147223
0.107,120299,653027914
0.1071,119644,652907615
0.1072,121048,652787971
0.1073,120751,652666923
0.1074,120791,652546172
0.1075,121084,652425381
0.1076,120956,652304297
0.1077,121799,652183341
0.1078,122553,652061542
0.1079,121570,651938989
0.108,121334,651817419
0.1081,121792,651696085
0.1082,122100,651574293
0.1083,122759,651452193
0.1084,121675,651329434
0.1085,123021,651207759
0.1086,123015,651084738
0.1087,122472,650961723
0.1088,123187,650839251
0.1089,122940,650716064
0.109,123039,650593124
0.1091,123401,650470085
0.1092,123115,650346684
0.1093,124685,650223569
0.1094,124634,650098884
0.1095,123605,649974250
0.1096,124804,649850645
0.1097,124015,649725841
0.1098,124858,649601826
0.1099,124163,649476968
0.11,124079,649352805
0.1101,123895,649228726
0.1102,125099,649104831
0.1103,125107,648979732
0.1104,125528,648854625
0.1105,125745,648729097
0.1106,124919,648603352
0.1107,125298,648478433
0.1108,125626,648353135
0.1109,125781,648227509
0.111,127666,648101728
0.1111,125970,647974062
0.1112,127286,647848092
0.1113,128290,647720806
0.1114,127076,647592516
0.1115,127363,647465440
0.1116,127659,647338077
0.1117,128638,647210418
0.1118,128237,647081780
0.1119,128731,646953543
0.112,128760,646824812
0.1121,127762,646696052
0.1122,128364,646568290
0.1123,128905,646439926
0.1124,129616,646311021
0.1125,128892,646181405
0.1126,128868,646052513
0.1127,129317,645923645
0.1128,129632,645794328
0.1129,129871,645664696
0.113,129162,645534825
0.1131,130814,645405663
0.1132,129415,645274849
0.1133,129251,645145434
0.1134,129947,645016183
0.1135,131537,644886236
0.1136,129833,644754699
0.1137,130259,644624866
0.1138,130554,644494607
0.1139,130669,644364053
0.114,130942,644233384
0.1141,130738,644102442
0.1142,132037,643971704
0.1143,131258,643839667
0.1144,130401,643708409
0.1145,132422,643578008
0.1146,132224,643445586
0.1147,132896,643313362
0.1148,132194,643180466
0.1149,132397,643048272
0.115,132711,642915875
0.1151,133047,642783164
0.1152,133236,642650117
0.1153,133314,642516881
0.1154,133284,642383567
0.1155,133096,642250283
0.1156,132854,642117187
0.1157,134086,641984333
0.1158,134440,641850247
0.1159,133593,641715807
0.116,134608,641582214
0.1161,134496,641447606
0.1162,134478,641313110
0.1163,133947,641178632
0.1164,134304,641044685
0.1165,134283,640910381
0.1166,134511,640776098
0.1167,134270,640641587
0.1168,134691,640507317
0.1169,135260,640372626
0.117,135162,640237366
0.1171,135971,640102204
0.1172,134735,639966233
0.1173,136409,639831498
0.1174,136058,639695089
0.1175,136710,639559031
0.1176,137014,639422321
0.1177,136196,639285307
0.1178,137089,639149111
0.1179,137206,639012022
0.118,136391,638874816
0.1181,136498,638738425
0.1182,137207,638601927
0.1183,136995,638464720
0.1184,137493,638327725
0.1185,137433,638190232
0.1186,137884,638052799
0.1187,138028,637914915
0.1188,138282,637776887
0.1189,139396,637638605
0.119,138814,637499209
0.1191,138628,637360395
0.1192,139640,637221767
0.1193,138770,637082127
0.1194,138704,636943357
0.1195,138430,636804653
0.1196,139280,636666223
0.1197,139939,636526943
0.1198,139158,636387004
0.1199,139031,636247846
0.12,138790,636108815
0.1201,139726,635970025
0.1202,140385,635830299
0.1203,138865,635689914
0.1204,140990,635551049
0.1205,140408,635410059
0.1206,140668,635269651
0.1207,139767,635128983
0.1208,140736,634989216
0.1209,139826,634848480
0.121,141621,634708654
0.1211,141040,634567033
0.1212,141480,634425993
0.1213,142441,634284513
0.1214,142228,634142072
0.1215,140817,633999844
0.1216,140640,633859027
0.1217,141501,633718387
0.1218,141006,633576886
0.1219,142568,633435880
0.122,142084,633293312
0.1221,142588,633151228
0.1222,141960,633008640
0.1223,141512,632866680
0.1224,142955,632725168
0.1225,142572,632582213
0.1226,143687,632439641
0.1227,143821,632295954
0.1228,143666,632152133
0.1229,143220,632008467
0.123,142631,631865247
0.1231,142920,631722616
0.1232,144468,631579696
0.1233,143979,631435228
0.1234,144168,631291249
0.1235,143232,631147081
0.1236,143263,631003849
0.1237,144547,630860586
0.1238,144250,630716039
0.1239,145434,630571789
0.124,145952,630426355
0.1241,143896,630280403
0.1242,145616,630136507
0.1243,145659,629990891
0.1244,144572,629845232
0.1245,144968,629700660
0.1246,144741,629555692
0.1247,145916,629410951
0.1248,145334,629265035
0.1249,145261,629119701
0.125,146320,628974440
0.1251,145008,628828120
0.1252,145503,628683112
0.1253,147025,628537609
0.1254,146705,628390584
0.1255,146766,628243879
0.1256,146597,628097113
0.1257,147646,627950516
0.1258,146868,627802870
0.1259,146597,627656002
0.126,145600,627509405
0.1261,147359,627363805
0.1262,147674,627216446
0.1263,147305,627068772
0.1264,146730,626921467
0.1265,147533,626774737
0.1266,149110,626627204
0.1267,146459,626478094
0.1268,147913,626331635
0.1269,147806,626183722
0.127,146968,626035916
0.1271,147805,625888948
0.1272,147571,625741143
