"threshold","percentile_sum","cumulative_sum"
0.6278,45180,57121466
0.6277,44852,57166318
0.6276,45082,57211400
0.6275,45169,57256569
0.6274,45158,57301727
0.6273,44633,57346360
0.6272,45936,57392296
0.6271,45645,57437941
0.627,45475,57483416
0.6269,45304,57528720
0.6268,45127,57573847
0.6267,44834,57618681
0.6266,45246,57663927
0.6265,45119,57709046
0.6264,45252,57754298
0.6263,44878,57799176
0.6262,45206,57844382
0.6261,45175,57889557
0.626,45386,57934943
0.6259,45425,57980368
0.6258,45576,58025944
0.6257,45170,58071114
0.6256,46033,58117147
0.6255,45402,58162549
0.6254,45242,58207791
0.6253,45495,58253286
0.6252,45693,58298979
0.6251,45505,58344484
0.625,45685,58390169
0.6249,45451,58435620
0.6248,45258,58480878
0.6247,45395,58526273
0.6246,45724,58571997
0.6245,44928,58616925
0.6244,44897,58661822
0.6243,45444,58707266
0.6242,46286,58753552
0.6241,45771,58799323
0.624,45251,58844574
0.6239,45698,58890272
0.6238,45675,58935947
0.6237,45393,58981340
0.6236,45550,59026890
0.6235,45648,59072538
0.6234,45385,59117923
0.6233,45361,59163284
0.6232,46274,59209558
0.6231,45720,59255278
0.623,46279,59301557
0.6229,45922,59347479
0.6228,45493,59392972
0.6227,45200,59438172
0.6226,46001,59484173
0.6225,45804,59529977
0.6224,45954,59575931
0.6223,45397,59621328
0.6222,45147,59666475
0.6221,45868,59712343
0.622,45151,59757494
0.6219,45484,59802978
0.6218,45786,59848764
0.6217,45970,59894734
0.6216,45368,59940102
0.6215,46077,59986179
0.6214,45818,60031997
0.6213,45636,60077633
0.6212,45559,60123192
0.6211,45788,60168980
0.621,46429,60215409
0.6209,45497,60260906
0.6208,46061,60306967
0.6207,45894,60352861
0.6206,45556,60398417
0.6205,46096,60444513
0.6204,45456,60489969
0.6203,46250,60536219
0.6202,46034,60582253
