"SCORE_THRESHOLD","AUDIENCE_SIZE","VERIFIED_PATIENTS","AQ_SCORE","INCREMENTAL_AQ_SCORE","PERCENT_POPULATION","PERCENT_PATIENTS","THRESHOLD_3X","PREVALENCE","MODEL_POWER_INDEX","TRUE_POSITIVE","FALSE_POSITIVE","TRUE_NEGATIVE","FALSE_NEGATIVE"
0.0270000000,12796150,73550,0.0057480000,0.0000000000,2.8564000000,96.2067000000,0.0005120000,0.0001710000,33.6140350880,73550.0000000000,12722600.0000000000,435190400.0000000000,2900.0000000000
0.0269000000,12909950,73550,0.0056970000,0.0000000000,2.8818000000,96.2067000000,0.0005120000,0.0001710000,33.3157894740,73550.0000000000,12836400.0000000000,435076600.0000000000,2900.0000000000
0.0268000000,13025000,73600,0.0056510000,0.0004350000,2.9074000000,96.2721000000,0.0005120000,0.0001710000,33.0467836260,73600.0000000000,12951400.0000000000,434961600.0000000000,2850.0000000000
0.0267000000,13141500,73600,0.0056010000,0.0000000000,2.9334000000,96.2721000000,0.0005120000,0.0001710000,32.7543859650,73600.0000000000,13067900.0000000000,434845100.0000000000,2850.0000000000
0.0266000000,13259250,73600,0.0055510000,0.0000000000,2.9597000000,96.2721000000,0.0005120000,0.0001710000,32.4619883040,73600.0000000000,13185650.0000000000,434727350.0000000000,2850.0000000000
0.0265000000,13378100,73650,0.0055050000,0.0004210000,2.9863000000,96.3375000000,0.0005120000,0.0001710000,32.1929824560,73650.0000000000,13304450.0000000000,434608550.0000000000,2800.0000000000
0.0264000000,13498700,73650,0.0054560000,0.0000000000,3.0132000000,96.3375000000,0.0005120000,0.0001710000,31.9064327490,73650.0000000000,13425050.0000000000,434487950.0000000000,2800.0000000000
0.0263000000,13618950,73650,0.0054080000,0.0000000000,3.0400000000,96.3375000000,0.0005120000,0.0001710000,31.6257309940,73650.0000000000,13545300.0000000000,434367700.0000000000,2800.0000000000
0.0262000000,13741400,73650,0.0053600000,0.0000000000,3.0673000000,96.3375000000,0.0005120000,0.0001710000,31.3450292400,73650.0000000000,13667750.0000000000,434245250.0000000000,2800.0000000000
0.0261000000,13865950,73700,0.0053150000,0.0004010000,3.0952000000,96.4029000000,0.0005120000,0.0001710000,31.0818713450,73700.0000000000,13792250.0000000000,434120750.0000000000,2750.0000000000
0.0260000000,13991250,73700,0.0052680000,0.0000000000,3.1231000000,96.4029000000,0.0005120000,0.0001710000,30.8070175440,73700.0000000000,13917550.0000000000,433995450.0000000000,2750.0000000000
0.0259000000,14117950,73700,0.0052200000,0.0000000000,3.1514000000,96.4029000000,0.0005120000,0.0001710000,30.5263157890,73700.0000000000,14044250.0000000000,433868750.0000000000,2750.0000000000
0.0258000000,14245450,73750,0.0051770000,0.0003920000,3.1799000000,96.4683000000,0.0005120000,0.0001710000,30.2748538010,73750.0000000000,14171700.0000000000,433741300.0000000000,2700.0000000000
0.0257000000,14374400,73750,0.0051310000,0.0000000000,3.2086000000,96.4683000000,0.0005120000,0.0001710000,30.0058479530,73750.0000000000,14300650.0000000000,433612350.0000000000,2700.0000000000
0.0256000000,14504800,73750,0.0050850000,0.0000000000,3.2378000000,96.4683000000,0.0005120000,0.0001710000,29.7368421050,73750.0000000000,14431050.0000000000,433481950.0000000000,2700.0000000000
0.0255000000,14636450,73750,0.0050390000,0.0000000000,3.2671000000,96.4683000000,0.0005120000,0.0001710000,29.4678362570,73750.0000000000,14562700.0000000000,433350300.0000000000,2700.0000000000
0.0254000000,14770250,73800,0.0049970000,0.0003740000,3.2970000000,96.5337000000,0.0005120000,0.0001710000,29.2222222220,73800.0000000000,14696450.0000000000,433216550.0000000000,2650.0000000000
0.0253000000,14905400,73800,0.0049510000,0.0000000000,3.3272000000,96.5337000000,0.0005120000,0.0001710000,28.9532163740,73800.0000000000,14831600.0000000000,433081400.0000000000,2650.0000000000
0.0252000000,15041600,73800,0.0049060000,0.0000000000,3.3576000000,96.5337000000,0.0005120000,0.0001710000,28.6900584800,73800.0000000000,14967800.0000000000,432945200.0000000000,2650.0000000000
0.0251000000,15179300,73800,0.0048620000,0.0000000000,3.3883000000,96.5337000000,0.0005120000,0.0001710000,28.4327485380,73800.0000000000,15105500.0000000000,432807500.0000000000,2650.0000000000
0.0250000000,15318200,73850,0.0048210000,0.0003600000,3.4193000000,96.5991000000,0.0005120000,0.0001710000,28.1929824560,73850.0000000000,15244350.0000000000,432668650.0000000000,2600.0000000000
0.0249000000,15458750,73850,0.0047770000,0.0000000000,3.4507000000,96.5991000000,0.0005120000,0.0001710000,27.9356725150,73850.0000000000,15384900.0000000000,432528100.0000000000,2600.0000000000
0.0248000000,15600250,73850,0.0047340000,0.0000000000,3.4823000000,96.5991000000,0.0005120000,0.0001710000,27.6842105260,73850.0000000000,15526400.0000000000,432386600.0000000000,2600.0000000000
0.0247000000,15743250,73850,0.0046910000,0.0000000000,3.5142000000,96.5991000000,0.0005120000,0.0001710000,27.4327485380,73850.0000000000,15669400.0000000000,432243600.0000000000,2600.0000000000
0.0246000000,15887400,73900,0.0046510000,0.0003470000,3.5464000000,96.6645000000,0.0005120000,0.0001710000,27.1988304090,73900.0000000000,15813500.0000000000,432099500.0000000000,2550.0000000000
0.0245000000,16033900,73900,0.0046090000,0.0000000000,3.5791000000,96.6645000000,0.0005120000,0.0001710000,26.9532163740,73900.0000000000,15960000.0000000000,431953000.0000000000,2550.0000000000
0.0244000000,16180800,73900,0.0045670000,0.0000000000,3.6119000000,96.6645000000,0.0005120000,0.0001710000,26.7076023390,73900.0000000000,16106900.0000000000,431806100.0000000000,2550.0000000000
0.0243000000,16330650,73900,0.0045250000,0.0000000000,3.6453000000,96.6645000000,0.0005120000,0.0001710000,26.4619883040,73900.0000000000,16256750.0000000000,431656250.0000000000,2550.0000000000
0.0242000000,16482150,73950,0.0044870000,0.0003300000,3.6791000000,96.7299000000,0.0005120000,0.0001710000,26.2397660820,73950.0000000000,16408200.0000000000,431504800.0000000000,2500.0000000000
0.0241000000,16634450,73950,0.0044460000,0.0000000000,3.7131000000,96.7299000000,0.0005120000,0.0001710000,26.0000000000,73950.0000000000,16560500.0000000000,431352500.0000000000,2500.0000000000
0.0240000000,16790100,73950,0.0044040000,0.0000000000,3.7479000000,96.7299000000,0.0005120000,0.0001710000,25.7543859650,73950.0000000000,16716150.0000000000,431196850.0000000000,2500.0000000000
0.0239000000,16946600,74000,0.0043670000,0.0003190000,3.7828000000,96.7953000000,0.0005120000,0.0001710000,25.5380116960,74000.0000000000,16872600.0000000000,431040400.0000000000,2450.0000000000
0.0238000000,17104450,74000,0.0043260000,0.0000000000,3.8180000000,96.7953000000,0.0005120000,0.0001710000,25.2982456140,74000.0000000000,17030450.0000000000,430882550.0000000000,2450.0000000000
0.0237000000,17264300,74000,0.0042860000,0.0000000000,3.8537000000,96.7953000000,0.0005120000,0.0001710000,25.0643274850,74000.0000000000,17190300.0000000000,430722700.0000000000,2450.0000000000
0.0236000000,17425700,74000,0.0042470000,0.0000000000,3.8898000000,96.7953000000,0.0005120000,0.0001710000,24.8362573100,74000.0000000000,17351700.0000000000,430561300.0000000000,2450.0000000000
0.0235000000,17588900,74050,0.0042100000,0.0003060000,3.9262000000,96.8607000000,0.0005120000,0.0001710000,24.6198830410,74050.0000000000,17514850.0000000000,430398150.0000000000,2400.0000000000
0.0234000000,17752650,74050,0.0041710000,0.0000000000,3.9627000000,96.8607000000,0.0005120000,0.0001710000,24.3918128650,74050.0000000000,17678600.0000000000,430234400.0000000000,2400.0000000000
0.0233000000,17918950,74050,0.0041320000,0.0000000000,3.9999000000,96.8607000000,0.0005120000,0.0001710000,24.1637426900,74050.0000000000,17844900.0000000000,430068100.0000000000,2400.0000000000
0.0232000000,18087000,74050,0.0040940000,0.0000000000,4.0374000000,96.8607000000,0.0005120000,0.0001710000,23.9415204680,74050.0000000000,18012950.0000000000,429900050.0000000000,2400.0000000000
0.0231000000,18256650,74100,0.0040590000,0.0002950000,4.0752000000,96.9261000000,0.0005120000,0.0001710000,23.7368421050,74100.0000000000,18182550.0000000000,429730450.0000000000,2350.0000000000
0.0230000000,18427900,74100,0.0040210000,0.0000000000,4.1135000000,96.9261000000,0.0005120000,0.0001710000,23.5146198830,74100.0000000000,18353800.0000000000,429559200.0000000000,2350.0000000000
0.0229000000,18601950,74100,0.0039830000,0.0000000000,4.1523000000,96.9261000000,0.0005120000,0.0001710000,23.2923976610,74100.0000000000,18527850.0000000000,429385150.0000000000,2350.0000000000
0.0228000000,18777200,74100,0.0039460000,0.0000000000,4.1914000000,96.9261000000,0.0005120000,0.0001710000,23.0760233920,74100.0000000000,18703100.0000000000,429209900.0000000000,2350.0000000000
0.0227000000,18954450,74150,0.0039120000,0.0002820000,4.2310000000,96.9915000000,0.0005120000,0.0001710000,22.8771929820,74150.0000000000,18880300.0000000000,429032700.0000000000,2300.0000000000
0.0226000000,19134450,74150,0.0038750000,0.0000000000,4.2712000000,96.9915000000,0.0005120000,0.0001710000,22.6608187130,74150.0000000000,19060300.0000000000,428852700.0000000000,2300.0000000000
