"SCORE_THRESHOLD","AUDIENCE_SIZE","VERIFIED_PATIENTS","AQ_SCORE","INCREMENTAL_AQ_SCORE","PERCENT_POPULATION","PERCENT_PATIENTS","THRESHOLD_3X","PREVALENCE","MODEL_POWER_INDEX","TRUE_POSITIVE","FALSE_POSITIVE","TRUE_NEGATIVE","FALSE_NEGATIVE"
0.6777000000,23842550,1843900,0.0773370000,0.0489640000,5.3221000000,31.1491000000,0.0396410000,0.0132140000,5.8526562740,1843900.0000000000,21998650.0000000000,420071200.0000000000,4075700.0000000000
0.6776000000,23869200,1845200,0.0773050000,0.0487800000,5.3281000000,31.1710000000,0.0396410000,0.0132140000,5.8502346000,1845200.0000000000,22024000.0000000000,420045850.0000000000,4074400.0000000000
0.6775000000,23896000,1846550,0.0772740000,0.0503730000,5.3341000000,31.1938000000,0.0396410000,0.0132140000,5.8478886030,1846550.0000000000,22049450.0000000000,420020400.0000000000,4073050.0000000000
0.6774000000,23922500,1847900,0.0772450000,0.0509430000,5.3400000000,31.2166000000,0.0396410000,0.0132140000,5.8456939610,1847900.0000000000,22074600.0000000000,419995250.0000000000,4071700.0000000000
0.6773000000,23949050,1849200,0.0772140000,0.0489640000,5.3459000000,31.2386000000,0.0396410000,0.0132140000,5.8433479640,1849200.0000000000,22099850.0000000000,419970000.0000000000,4070400.0000000000
0.6772000000,23975600,1850400,0.0771780000,0.0451980000,5.3518000000,31.2589000000,0.0396410000,0.0132140000,5.8406235810,1850400.0000000000,22125200.0000000000,419944650.0000000000,4069200.0000000000
0.6771000000,24002550,1851650,0.0771440000,0.0463820000,5.3578000000,31.2800000000,0.0396410000,0.0132140000,5.8380505520,1851650.0000000000,22150900.0000000000,419918950.0000000000,4067950.0000000000
0.6770000000,24029300,1852900,0.0771100000,0.0467290000,5.3638000000,31.3011000000,0.0396410000,0.0132140000,5.8354775240,1852900.0000000000,22176400.0000000000,419893450.0000000000,4066700.0000000000
0.6769000000,24056350,1854250,0.0770790000,0.0499080000,5.3698000000,31.3239000000,0.0396410000,0.0132140000,5.8331315270,1854250.0000000000,22202100.0000000000,419867750.0000000000,4065350.0000000000
0.6768000000,24083350,1855550,0.0770470000,0.0481480000,5.3759000000,31.3459000000,0.0396410000,0.0132140000,5.8307098530,1855550.0000000000,22227800.0000000000,419842050.0000000000,4064050.0000000000
0.6767000000,24109750,1856850,0.0770170000,0.0492420000,5.3818000000,31.3678000000,0.0396410000,0.0132140000,5.8284395340,1856850.0000000000,22252900.0000000000,419816950.0000000000,4062750.0000000000
0.6766000000,24136650,1858150,0.0769850000,0.0483270000,5.3878000000,31.3898000000,0.0396410000,0.0132140000,5.8260178600,1858150.0000000000,22278500.0000000000,419791350.0000000000,4061450.0000000000
0.6765000000,24163750,1859400,0.0769500000,0.0461250000,5.3938000000,31.4109000000,0.0396410000,0.0132140000,5.8233691540,1859400.0000000000,22304350.0000000000,419765500.0000000000,4060200.0000000000
0.6764000000,24191100,1860700,0.0769170000,0.0475320000,5.3999000000,31.4329000000,0.0396410000,0.0132140000,5.8208718030,1860700.0000000000,22330400.0000000000,419739450.0000000000,4058900.0000000000
0.6763000000,24217900,1861950,0.0768830000,0.0466420000,5.4059000000,31.4540000000,0.0396410000,0.0132140000,5.8182987740,1861950.0000000000,22355950.0000000000,419713900.0000000000,4057650.0000000000
0.6762000000,24245400,1863250,0.0768500000,0.0472730000,5.4120000000,31.4759000000,0.0396410000,0.0132140000,5.8158014230,1863250.0000000000,22382150.0000000000,419687700.0000000000,4056350.0000000000
0.6761000000,24272450,1864550,0.0768180000,0.0480590000,5.4181000000,31.4979000000,0.0396410000,0.0132140000,5.8133797490,1864550.0000000000,22407900.0000000000,419661950.0000000000,4055050.0000000000
0.6760000000,24299850,1865900,0.0767860000,0.0492700000,5.4242000000,31.5207000000,0.0396410000,0.0132140000,5.8109580750,1865900.0000000000,22433950.0000000000,419635900.0000000000,4053700.0000000000
0.6759000000,24327000,1867250,0.0767560000,0.0497240000,5.4303000000,31.5435000000,0.0396410000,0.0132140000,5.8086877550,1867250.0000000000,22459750.0000000000,419610100.0000000000,4052350.0000000000
0.6758000000,24354300,1868550,0.0767240000,0.0476190000,5.4364000000,31.5655000000,0.0396410000,0.0132140000,5.8062660810,1868550.0000000000,22485750.0000000000,419584100.0000000000,4051050.0000000000
0.6757000000,24382000,1869900,0.0766920000,0.0487360000,5.4425000000,31.5883000000,0.0396410000,0.0132140000,5.8038444070,1869900.0000000000,22512100.0000000000,419557750.0000000000,4049700.0000000000
0.6756000000,24409250,1871150,0.0766570000,0.0458720000,5.4486000000,31.6094000000,0.0396410000,0.0132140000,5.8011957020,1871150.0000000000,22538100.0000000000,419531750.0000000000,4048450.0000000000
0.6755000000,24436100,1872500,0.0766280000,0.0502790000,5.4546000000,31.6322000000,0.0396410000,0.0132140000,5.7990010590,1872500.0000000000,22563600.0000000000,419506250.0000000000,4047100.0000000000
0.6754000000,24463300,1873750,0.0765940000,0.0459560000,5.4607000000,31.6533000000,0.0396410000,0.0132140000,5.7964280310,1873750.0000000000,22589550.0000000000,419480300.0000000000,4045850.0000000000
0.6753000000,24490600,1875050,0.0765620000,0.0476190000,5.4668000000,31.6753000000,0.0396410000,0.0132140000,5.7940063570,1875050.0000000000,22615550.0000000000,419454300.0000000000,4044550.0000000000
0.6752000000,24517550,1876400,0.0765330000,0.0500930000,5.4728000000,31.6981000000,0.0396410000,0.0132140000,5.7918117150,1876400.0000000000,22641150.0000000000,419428700.0000000000,4043200.0000000000
0.6751000000,24544600,1877650,0.0765000000,0.0462110000,5.4788000000,31.7192000000,0.0396410000,0.0132140000,5.7893143640,1877650.0000000000,22666950.0000000000,419402900.0000000000,4041950.0000000000
0.6750000000,24571650,1878950,0.0764680000,0.0480590000,5.4849000000,31.7412000000,0.0396410000,0.0132140000,5.7868926900,1878950.0000000000,22692700.0000000000,419377150.0000000000,4040650.0000000000
0.6749000000,24598700,1880300,0.0764390000,0.0499080000,5.4909000000,31.7640000000,0.0396410000,0.0132140000,5.7846980480,1880300.0000000000,22718400.0000000000,419351450.0000000000,4039300.0000000000
0.6748000000,24625800,1881600,0.0764080000,0.0479700000,5.4970000000,31.7859000000,0.0396410000,0.0132140000,5.7823520510,1881600.0000000000,22744200.0000000000,419325650.0000000000,4038000.0000000000
0.6747000000,24653100,1882950,0.0763780000,0.0494510000,5.5031000000,31.8087000000,0.0396410000,0.0132140000,5.7800817310,1882950.0000000000,22770150.0000000000,419299700.0000000000,4036650.0000000000
0.6746000000,24680650,1884350,0.0763490000,0.0508170000,5.5092000000,31.8324000000,0.0396410000,0.0132140000,5.7778870890,1884350.0000000000,22796300.0000000000,419273550.0000000000,4035250.0000000000
