SEED SIZE,AUDIENCE SIZE APROX
"25,000","1,350,000"
"26,000","1,364,000"
"27,000","1,378,000"
"28,000","1,392,000"
"29,000","1,406,000"
"30,000","1,420,000"
"31,000","1,434,000"
"32,000","1,448,000"
"33,000","1,462,000"
"34,000","1,476,000"
"35,000","1,490,000"
"36,000","1,504,000"
"37,000","1,518,000"
"38,000","1,532,000"
"39,000","1,546,000"
"40,000","1,560,000"
"41,000","1,574,000"
"42,000","1,588,000"
"43,000","1,602,000"
"44,000","1,616,000"
"45,000","1,630,000"
"46,000","1,644,000"
"47,000","1,658,000"
"48,000","1,672,000"
"49,000","1,686,000"
"50,000","1,700,000"
"51,000","1,714,000"
"52,000","1,728,000"
"53,000","1,742,000"
"54,000","1,756,000"
"55,000","1,770,000"
"56,000","1,784,000"
"57,000","1,798,000"
"58,000","1,812,000"
"59,000","1,826,000"
"60,000","1,840,000"
"61,000","1,854,000"
"62,000","1,868,000"
"63,000","1,882,000"
"64,000","1,896,000"
"65,000","1,910,000"
"66,000","1,924,000"
"67,000","1,938,000"
"68,000","1,952,000"
"69,000","1,966,000"
"70,000","1,980,000"
"71,000","1,994,000"
"72,000","2,008,000"
"73,000","2,022,000"
"74,000","2,036,000"
"75,000","2,050,000"
"76,000","2,064,000"
"77,000","2,078,000"
"78,000","2,092,000"
"79,000","2,106,000"
"80,000","2,120,000"
"81,000","2,134,000"
"82,000","2,148,000"
"83,000","2,162,000"
"84,000","2,176,000"
"85,000","2,190,000"
"86,000","2,204,000"
"87,000","2,218,000"
"88,000","2,232,000"
"89,000","2,246,000"
"90,000","2,260,000"
"91,000","2,274,000"
"92,000","2,288,000"
"93,000","2,302,000"
"94,000","2,316,000"
"95,000","2,330,000"
"96,000","2,344,000"
"97,000","2,358,000"
"98,000","2,372,000"
"99,000","2,386,000"
"100,000","2,400,000"
"101,000","2,408,000"
"102,000","2,416,000"
"103,000","2,424,000"
"104,000","2,432,000"
"105,000","2,440,000"
"106,000","2,448,000"
"107,000","2,456,000"
"108,000","2,464,000"
"109,000","2,472,000"
"110,000","2,480,000"
"111,000","2,488,000"
"112,000","2,496,000"
"113,000","2,504,000"
"114,000","2,512,000"
"115,000","2,520,000"
"116,000","2,528,000"
"117,000","2,536,000"
"118,000","2,544,000"
"119,000","2,552,000"
"120,000","2,560,000"
"121,000","2,568,000"
"122,000","2,576,000"
"123,000","2,584,000"
"124,000","2,592,000"
"125,000","2,600,000"
"126,000","2,608,000"
"127,000","2,616,000"
"128,000","2,624,000"
"129,000","2,632,000"
"130,000","2,640,000"
"131,000","2,648,000"
"132,000","2,656,000"
"133,000","2,664,000"
"134,000","2,672,000"
"135,000","2,680,000"
"136,000","2,688,000"
"137,000","2,696,000"
"138,000","2,704,000"
"139,000","2,712,000"
"140,000","2,720,000"
"141,000","2,728,000"
"142,000","2,736,000"
"143,000","2,744,000"
"144,000","2,752,000"
"145,000","2,760,000"
"146,000","2,768,000"
"147,000","2,776,000"
"148,000","2,784,000"
"149,000","2,792,000"
"150,000","2,800,000"
"151,000","2,808,000"
"152,000","2,816,000"
"153,000","2,824,000"
"154,000","2,832,000"
"155,000","2,840,000"
"156,000","2,848,000"
"157,000","2,856,000"
"158,000","2,864,000"
"159,000","2,872,000"
"160,000","2,880,000"
"161,000","2,888,000"
"162,000","2,896,000"
"163,000","2,904,000"
"164,000","2,912,000"
"165,000","2,920,000"
"166,000","2,928,000"
"167,000","2,936,000"
"168,000","2,944,000"
"169,000","2,952,000"
"170,000","2,960,000"
"171,000","2,968,000"
"172,000","2,976,000"
"173,000","2,984,000"
"174,000","2,992,000"
"175,000","3,000,000"
"176,000","3,008,000"
"177,000","3,016,000"
"178,000","3,024,000"
"179,000","3,032,000"
"180,000","3,040,000"
"181,000","3,048,000"
"182,000","3,056,000"
"183,000","3,064,000"
"184,000","3,072,000"
"185,000","3,080,000"
"186,000","3,088,000"
"187,000","3,096,000"
"188,000","3,104,000"
"189,000","3,112,000"
"190,000","3,120,000"
"191,000","3,128,000"
"192,000","3,136,000"
"193,000","3,144,000"
"194,000","3,152,000"
"195,000","3,160,000"
"196,000","3,168,000"
"197,000","3,176,000"
"198,000","3,184,000"
"199,000","3,192,000"
"200,000","3,200,000"
"201,000","3,216,000"
"202,000","3,232,000"
"203,000","3,248,000"
"204,000","3,264,000"
"205,000","3,280,000"
"206,000","3,296,000"
"207,000","3,312,000"
"208,000","3,328,000"
"209,000","3,344,000"
"210,000","3,360,000"
"211,000","3,376,000"
"212,000","3,392,000"
"213,000","3,408,000"
"214,000","3,424,000"
"215,000","3,440,000"
"216,000","3,456,000"
"217,000","3,472,000"
"218,000","3,488,000"
"219,000","3,504,000"
"220,000","3,520,000"
"221,000","3,536,000"
"222,000","3,552,000"
"223,000","3,568,000"
"224,000","3,584,000"
"225,000","3,600,000"
"226,000","3,616,000"
"227,000","3,632,000"
"228,000","3,648,000"
"229,000","3,664,000"
"230,000","3,680,000"
"231,000","3,696,000"
"232,000","3,712,000"
"233,000","3,728,000"
"234,000","3,744,000"
"235,000","3,760,000"
"236,000","3,776,000"
"237,000","3,792,000"
"238,000","3,808,000"
"239,000","3,824,000"
"240,000","3,840,000"
"241,000","3,856,000"
"242,000","3,872,000"
"243,000","3,888,000"
"244,000","3,904,000"
"245,000","3,920,000"
"246,000","3,936,000"
"247,000","3,952,000"
"248,000","3,968,000"
"249,000","3,984,000"
"250,000","4,000,000"
"251,000","4,016,000"
"252,000","4,032,000"
"253,000","4,048,000"
"254,000","4,064,000"
"255,000","4,080,000"
"256,000","4,096,000"
"257,000","4,112,000"
"258,000","4,128,000"
"259,000","4,144,000"
"260,000","4,160,000"
"261,000","4,176,000"
"262,000","4,192,000"
"263,000","4,208,000"
"264,000","4,224,000"
"265,000","4,240,000"
"266,000","4,256,000"
"267,000","4,272,000"
"268,000","4,288,000"
"269,000","4,304,000"
"270,000","4,320,000"
"271,000","4,336,000"
"272,000","4,352,000"
"273,000","4,368,000"
"274,000","4,384,000"
"275,000","4,400,000"
"276,000","4,416,000"
"277,000","4,432,000"
"278,000","4,448,000"
"279,000","4,464,000"
"280,000","4,480,000"
"281,000","4,496,000"
"282,000","4,512,000"
"283,000","4,528,000"
"284,000","4,544,000"
"285,000","4,560,000"
"286,000","4,576,000"
"287,000","4,592,000"
"288,000","4,608,000"
"289,000","4,624,000"
"290,000","4,640,000"
"291,000","4,656,000"
"292,000","4,672,000"
"293,000","4,688,000"
"294,000","4,704,000"
"295,000","4,720,000"
"296,000","4,736,000"
"297,000","4,752,000"
"298,000","4,768,000"
"299,000","4,784,000"
"300,000","4,800,000"
"301,000","4,816,000"
"302,000","4,832,000"
"303,000","4,848,000"
"304,000","4,864,000"
"305,000","4,880,000"
"306,000","4,896,000"
"307,000","4,912,000"
"308,000","4,928,000"
"309,000","4,944,000"
"310,000","4,960,000"
"311,000","4,976,000"
"312,000","4,992,000"
"313,000","5,008,000"
"314,000","5,024,000"
"315,000","5,040,000"
"316,000","5,056,000"
"317,000","5,072,000"
"318,000","5,088,000"
"319,000","5,104,000"
"320,000","5,120,000"
"321,000","5,136,000"
"322,000","5,152,000"
"323,000","5,168,000"
"324,000","5,184,000"
"325,000","5,200,000"
"326,000","5,216,000"
"327,000","5,232,000"
"328,000","5,248,000"
"329,000","5,264,000"
"330,000","5,280,000"
"331,000","5,296,000"
"332,000","5,312,000"
"333,000","5,328,000"
"334,000","5,344,000"
"335,000","5,360,000"
"336,000","5,376,000"
"337,000","5,392,000"
"338,000","5,408,000"
"339,000","5,424,000"
"340,000","5,440,000"
"341,000","5,456,000"
"342,000","5,472,000"
"343,000","5,488,000"
"344,000","5,504,000"
"345,000","5,520,000"
"346,000","5,536,000"
"347,000","5,552,000"
"348,000","5,568,000"
"349,000","5,584,000"
"350,000","5,600,000"
"351,000","5,616,000"
"352,000","5,632,000"
"353,000","5,648,000"
"354,000","5,664,000"
"355,000","5,680,000"
"356,000","5,696,000"
"357,000","5,712,000"
"358,000","5,728,000"
"359,000","5,744,000"
"360,000","5,760,000"
"361,000","5,776,000"
"362,000","5,792,000"
"363,000","5,808,000"
"364,000","5,824,000"
"365,000","5,840,000"
"366,000","5,856,000"
"367,000","5,872,000"
"368,000","5,888,000"
"369,000","5,904,000"
"370,000","5,920,000"
"371,000","5,936,000"
"372,000","5,952,000"
"373,000","5,968,000"
"374,000","5,984,000"
"375,000","6,000,000"
"376,000","6,016,000"
"377,000","6,032,000"
"378,000","6,048,000"
"379,000","6,064,000"
"380,000","6,080,000"
"381,000","6,096,000"
"382,000","6,112,000"
"383,000","6,128,000"
"384,000","6,144,000"
"385,000","6,160,000"
"386,000","6,176,000"
"387,000","6,192,000"
"388,000","6,208,000"
"389,000","6,224,000"
"390,000","6,240,000"
"391,000","6,256,000"
"392,000","6,272,000"
"393,000","6,288,000"
"394,000","6,304,000"
"395,000","6,320,000"
"396,000","6,336,000"
"397,000","6,352,000"
"398,000","6,368,000"
"399,000","6,384,000"
"400,000","6,400,000"
"401,000","6,416,000"
"402,000","6,432,000"
"403,000","6,448,000"
"404,000","6,464,000"
"405,000","6,480,000"
"406,000","6,496,000"
"407,000","6,512,000"
"408,000","6,528,000"
"409,000","6,544,000"
"410,000","6,560,000"
"411,000","6,576,000"
"412,000","6,592,000"
"413,000","6,608,000"
"414,000","6,624,000"
"415,000","6,640,000"
"416,000","6,656,000"
"417,000","6,672,000"
"418,000","6,688,000"
"419,000","6,704,000"
"420,000","6,720,000"
"421,000","6,736,000"
"422,000","6,752,000"
"423,000","6,768,000"
"424,000","6,784,000"
"425,000","6,800,000"
"426,000","6,816,000"
"427,000","6,832,000"
"428,000","6,848,000"
"429,000","6,864,000"
"430,000","6,880,000"
"431,000","6,896,000"
"432,000","6,912,000"
"433,000","6,928,000"
"434,000","6,944,000"
"435,000","6,960,000"
"436,000","6,976,000"
"437,000","6,992,000"
"438,000","7,008,000"
"439,000","7,024,000"
"440,000","7,040,000"
"441,000","7,056,000"
"442,000","7,072,000"
"443,000","7,088,000"
"444,000","7,104,000"
"445,000","7,120,000"
"446,000","7,136,000"
"447,000","7,152,000"
"448,000","7,168,000"
"449,000","7,184,000"
"450,000","7,200,000"
"451,000","7,216,000"
"452,000","7,232,000"
"453,000","7,248,000"
"454,000","7,264,000"
"455,000","7,280,000"
"456,000","7,296,000"
"457,000","7,312,000"
"458,000","7,328,000"
"459,000","7,344,000"
"460,000","7,360,000"
"461,000","7,376,000"
"462,000","7,392,000"
"463,000","7,408,000"
"464,000","7,424,000"
"465,000","7,440,000"
"466,000","7,456,000"
"467,000","7,472,000"
"468,000","7,488,000"
"469,000","7,504,000"
"470,000","7,520,000"
"471,000","7,536,000"
"472,000","7,552,000"
"473,000","7,568,000"
"474,000","7,584,000"
"475,000","7,600,000"
"476,000","7,616,000"
"477,000","7,632,000"
"478,000","7,648,000"
"479,000","7,664,000"
"480,000","7,680,000"
"481,000","7,696,000"
"482,000","7,712,000"
"483,000","7,728,000"
"484,000","7,744,000"
"485,000","7,760,000"
"486,000","7,776,000"
"487,000","7,792,000"
"488,000","7,808,000"
"489,000","7,824,000"
"490,000","7,840,000"
"491,000","7,856,000"
"492,000","7,872,000"
"493,000","7,888,000"
"494,000","7,904,000"
"495,000","7,920,000"
"496,000","7,936,000"
"497,000","7,952,000"
"498,000","7,968,000"
"499,000","7,984,000"
"500,000","8,000,000"
"501,000","8,016,000"
"502,000","8,032,000"
"503,000","8,048,000"
"504,000","8,064,000"
"505,000","8,080,000"
"506,000","8,096,000"
"507,000","8,112,000"
"508,000","8,128,000"
"509,000","8,144,000"
"510,000","8,160,000"
"511,000","8,176,000"
"512,000","8,192,000"
"513,000","8,208,000"
"514,000","8,224,000"
"515,000","8,240,000"
"516,000","8,256,000"
"517,000","8,272,000"
"518,000","8,288,000"
"519,000","8,304,000"
"520,000","8,320,000"
"521,000","8,336,000"
"522,000","8,352,000"
"523,000","8,368,000"
"524,000","8,384,000"
"525,000","8,400,000"
"526,000","8,416,000"
"527,000","8,432,000"
"528,000","8,448,000"
"529,000","8,464,000"
"530,000","8,480,000"
"531,000","8,496,000"
"532,000","8,512,000"
"533,000","8,528,000"
"534,000","8,544,000"
"535,000","8,560,000"
"536,000","8,576,000"
"537,000","8,592,000"
"538,000","8,608,000"
"539,000","8,624,000"
"540,000","8,640,000"
"541,000","8,656,000"
"542,000","8,672,000"
"543,000","8,688,000"
"544,000","8,704,000"
"545,000","8,720,000"
"546,000","8,736,000"
"547,000","8,752,000"
"548,000","8,768,000"
"549,000","8,784,000"
"550,000","8,800,000"
"551,000","8,816,000"
"552,000","8,832,000"
"553,000","8,848,000"
"554,000","8,864,000"
"555,000","8,880,000"
"556,000","8,896,000"
"557,000","8,912,000"
"558,000","8,928,000"
"559,000","8,944,000"
"560,000","8,960,000"
"561,000","8,976,000"
"562,000","8,992,000"
"563,000","9,008,000"
"564,000","9,024,000"
"565,000","9,040,000"
"566,000","9,056,000"
"567,000","9,072,000"
"568,000","9,088,000"
"569,000","9,104,000"
"570,000","9,120,000"
"571,000","9,136,000"
"572,000","9,152,000"
"573,000","9,168,000"
"574,000","9,184,000"
"575,000","9,200,000"
"576,000","9,216,000"
"577,000","9,232,000"
"578,000","9,248,000"
"579,000","9,264,000"
"580,000","9,280,000"
"581,000","9,296,000"
"582,000","9,312,000"
"583,000","9,328,000"
"584,000","9,344,000"
"585,000","9,360,000"
"586,000","9,376,000"
"587,000","9,392,000"
"588,000","9,408,000"
"589,000","9,424,000"
"590,000","9,440,000"
"591,000","9,456,000"
"592,000","9,472,000"
"593,000","9,488,000"
"594,000","9,504,000"
"595,000","9,520,000"
"596,000","9,536,000"
"597,000","9,552,000"
"598,000","9,568,000"
"599,000","9,584,000"
"600,000","9,600,000"
"601,000","9,616,000"
"602,000","9,632,000"
"603,000","9,648,000"
"604,000","9,664,000"
"605,000","9,680,000"
"606,000","9,696,000"
"607,000","9,712,000"
"608,000","9,728,000"
"609,000","9,744,000"
"610,000","9,760,000"
"611,000","9,776,000"
"612,000","9,792,000"
"613,000","9,808,000"
"614,000","9,824,000"
"615,000","9,840,000"
"616,000","9,856,000"
"617,000","9,872,000"
"618,000","9,888,000"
"619,000","9,904,000"
"620,000","9,920,000"
"621,000","9,936,000"
"622,000","9,952,000"
"623,000","9,968,000"
"624,000","9,984,000"
"625,000","10,000,000"
"626,000","10,016,000"
"627,000","10,032,000"
"628,000","10,048,000"
"629,000","10,064,000"
"630,000","10,080,000"
"631,000","10,096,000"
"632,000","10,112,000"
"633,000","10,128,000"
"634,000","10,144,000"
"635,000","10,160,000"
"636,000","10,176,000"
"637,000","10,192,000"
"638,000","10,208,000"
"639,000","10,224,000"
"640,000","10,240,000"
"641,000","10,256,000"
"642,000","10,272,000"
"643,000","10,288,000"
"644,000","10,304,000"
"645,000","10,320,000"
"646,000","10,336,000"
"647,000","10,352,000"
"648,000","10,368,000"
"649,000","10,384,000"
"650,000","10,400,000"
"651,000","10,416,000"
"652,000","10,432,000"
"653,000","10,448,000"
"654,000","10,464,000"
"655,000","10,480,000"
"656,000","10,496,000"
"657,000","10,512,000"
"658,000","10,528,000"
"659,000","10,544,000"
"660,000","10,560,000"
"661,000","10,576,000"
"662,000","10,592,000"
"663,000","10,608,000"
"664,000","10,624,000"
"665,000","10,640,000"
"666,000","10,656,000"
"667,000","10,672,000"
"668,000","10,688,000"
"669,000","10,704,000"
"670,000","10,720,000"
"671,000","10,736,000"
"672,000","10,752,000"
"673,000","10,768,000"
"674,000","10,784,000"
"675,000","10,800,000"
"676,000","10,816,000"
"677,000","10,832,000"
"678,000","10,848,000"
"679,000","10,864,000"
"680,000","10,880,000"
"681,000","10,896,000"
"682,000","10,912,000"
"683,000","10,928,000"
"684,000","10,944,000"
"685,000","10,960,000"
"686,000","10,976,000"
"687,000","10,992,000"
"688,000","11,008,000"
"689,000","11,024,000"
"690,000","11,040,000"
"691,000","11,056,000"
"692,000","11,072,000"
"693,000","11,088,000"
"694,000","11,104,000"
"695,000","11,120,000"
"696,000","11,136,000"
"697,000","11,152,000"
"698,000","11,168,000"
"699,000","11,184,000"
"700,000","11,200,000"
"701,000","11,216,000"
"702,000","11,232,000"
"703,000","11,248,000"
"704,000","11,264,000"
"705,000","11,280,000"
"706,000","11,296,000"
"707,000","11,312,000"
"708,000","11,328,000"
"709,000","11,344,000"
"710,000","11,360,000"
"711,000","11,376,000"
"712,000","11,392,000"
"713,000","11,408,000"
"714,000","11,424,000"
"715,000","11,440,000"
"716,000","11,456,000"
"717,000","11,472,000"
"718,000","11,488,000"
"719,000","11,504,000"
"720,000","11,520,000"
"721,000","11,536,000"
"722,000","11,552,000"
"723,000","11,568,000"
"724,000","11,584,000"
"725,000","11,600,000"
"726,000","11,616,000"
"727,000","11,632,000"
"728,000","11,648,000"
"729,000","11,664,000"
"730,000","11,680,000"
"731,000","11,696,000"
"732,000","11,712,000"
"733,000","11,728,000"
"734,000","11,744,000"
"735,000","11,760,000"
"736,000","11,776,000"
"737,000","11,792,000"
"738,000","11,808,000"
"739,000","11,824,000"
"740,000","11,840,000"
"741,000","11,856,000"
"742,000","11,872,000"
"743,000","11,888,000"
"744,000","11,904,000"
"745,000","11,920,000"
"746,000","11,936,000"
"747,000","11,952,000"
"748,000","11,968,000"
"749,000","11,984,000"
"750,000","12,000,000"
"751,000","12,016,000"
"752,000","12,032,000"
"753,000","12,048,000"
"754,000","12,064,000"
"755,000","12,080,000"
"756,000","12,096,000"
"757,000","12,112,000"
"758,000","12,128,000"
"759,000","12,144,000"
"760,000","12,160,000"
"761,000","12,176,000"
"762,000","12,192,000"
"763,000","12,208,000"
"764,000","12,224,000"
"765,000","12,240,000"
"766,000","12,256,000"
"767,000","12,272,000"
"768,000","12,288,000"
"769,000","12,304,000"
"770,000","12,320,000"
"771,000","12,336,000"
"772,000","12,352,000"
"773,000","12,368,000"
"774,000","12,384,000"
"775,000","12,400,000"
"776,000","12,416,000"
"777,000","12,432,000"
"778,000","12,448,000"
"779,000","12,464,000"
"780,000","12,480,000"
"781,000","12,496,000"
"782,000","12,512,000"
"783,000","12,528,000"
"784,000","12,544,000"
"785,000","12,560,000"
"786,000","12,576,000"
"787,000","12,592,000"
"788,000","12,608,000"
"789,000","12,624,000"
"790,000","12,640,000"
"791,000","12,656,000"
"792,000","12,672,000"
"793,000","12,688,000"
"794,000","12,704,000"
"795,000","12,720,000"
"796,000","12,736,000"
"797,000","12,752,000"
"798,000","12,768,000"
"799,000","12,784,000"
"800,000","12,800,000"
"801,000","12,816,000"
"802,000","12,832,000"
"803,000","12,848,000"
"804,000","12,864,000"
"805,000","12,880,000"
"806,000","12,896,000"
"807,000","12,912,000"
"808,000","12,928,000"
"809,000","12,944,000"
"810,000","12,960,000"
"811,000","12,976,000"
"812,000","12,992,000"
"813,000","13,008,000"
"814,000","13,024,000"
"815,000","13,040,000"
"816,000","13,056,000"
"817,000","13,072,000"
"818,000","13,088,000"
"819,000","13,104,000"
"820,000","13,120,000"
"821,000","13,136,000"
"822,000","13,152,000"
"823,000","13,168,000"
"824,000","13,184,000"
"825,000","13,200,000"
"826,000","13,216,000"
"827,000","13,232,000"
"828,000","13,248,000"
"829,000","13,264,000"
"830,000","13,280,000"
"831,000","13,296,000"
"832,000","13,312,000"
"833,000","13,328,000"
"834,000","13,344,000"
"835,000","13,360,000"
"836,000","13,376,000"
"837,000","13,392,000"
"838,000","13,408,000"
"839,000","13,424,000"
"840,000","13,440,000"
"841,000","13,456,000"
"842,000","13,472,000"
"843,000","13,488,000"
"844,000","13,504,000"
"845,000","13,520,000"
"846,000","13,536,000"
"847,000","13,552,000"
"848,000","13,568,000"
"849,000","13,584,000"
"850,000","13,600,000"
"851,000","13,616,000"
"852,000","13,632,000"
"853,000","13,648,000"
"854,000","13,664,000"
"855,000","13,680,000"
"856,000","13,696,000"
"857,000","13,712,000"
"858,000","13,728,000"
"859,000","13,744,000"
"860,000","13,760,000"
"861,000","13,776,000"
"862,000","13,792,000"
"863,000","13,808,000"
"864,000","13,824,000"
"865,000","13,840,000"
"866,000","13,856,000"
"867,000","13,872,000"
"868,000","13,888,000"
"869,000","13,904,000"
"870,000","13,920,000"
"871,000","13,936,000"
"872,000","13,952,000"
"873,000","13,968,000"
"874,000","13,984,000"
"875,000","14,000,000"
"876,000","14,016,000"
"877,000","14,032,000"
"878,000","14,048,000"
"879,000","14,064,000"
"880,000","14,080,000"
"881,000","14,096,000"
"882,000","14,112,000"
"883,000","14,128,000"
"884,000","14,144,000"
"885,000","14,160,000"
"886,000","14,176,000"
"887,000","14,192,000"
"888,000","14,208,000"
"889,000","14,224,000"
"890,000","14,240,000"
"891,000","14,256,000"
"892,000","14,272,000"
"893,000","14,288,000"
"894,000","14,304,000"
"895,000","14,320,000"
"896,000","14,336,000"
"897,000","14,352,000"
"898,000","14,368,000"
"899,000","14,384,000"
"900,000","14,400,000"
"901,000","14,416,000"
"902,000","14,432,000"
"903,000","14,448,000"
"904,000","14,464,000"
"905,000","14,480,000"
"906,000","14,496,000"
"907,000","14,512,000"
"908,000","14,528,000"
"909,000","14,544,000"
"910,000","14,560,000"
"911,000","14,576,000"
"912,000","14,592,000"
"913,000","14,608,000"
"914,000","14,624,000"
"915,000","14,640,000"
"916,000","14,656,000"
"917,000","14,672,000"
"918,000","14,688,000"
"919,000","14,704,000"
"920,000","14,720,000"
"921,000","14,736,000"
"922,000","14,752,000"
"923,000","14,768,000"
"924,000","14,784,000"
"925,000","14,800,000"
"926,000","14,816,000"
"927,000","14,832,000"
"928,000","14,848,000"
"929,000","14,864,000"
"930,000","14,880,000"
"931,000","14,896,000"
"932,000","14,912,000"
"933,000","14,928,000"
"934,000","14,944,000"
"935,000","14,960,000"
"936,000","14,976,000"
"937,000","14,992,000"
"938,000","15,008,000"
"939,000","15,024,000"
"940,000","15,040,000"
"941,000","15,056,000"
"942,000","15,072,000"
"943,000","15,088,000"
"944,000","15,104,000"
"945,000","15,120,000"
"946,000","15,136,000"
"947,000","15,152,000"
"948,000","15,168,000"
"949,000","15,184,000"
"950,000","15,200,000"
"951,000","15,216,000"
"952,000","15,232,000"
"953,000","15,248,000"
"954,000","15,264,000"
"955,000","15,280,000"
"956,000","15,296,000"
"957,000","15,312,000"
"958,000","15,328,000"
"959,000","15,344,000"
"960,000","15,360,000"
"961,000","15,376,000"
"962,000","15,392,000"
"963,000","15,408,000"
"964,000","15,424,000"
"965,000","15,440,000"
"966,000","15,456,000"
"967,000","15,472,000"
"968,000","15,488,000"
"969,000","15,504,000"
"970,000","15,520,000"
"971,000","15,536,000"
"972,000","15,552,000"
"973,000","15,568,000"
"974,000","15,584,000"
"975,000","15,600,000"
"976,000","15,616,000"
"977,000","15,632,000"
"978,000","15,648,000"
"979,000","15,664,000"
"980,000","15,680,000"
"981,000","15,696,000"
"982,000","15,712,000"
"983,000","15,728,000"
"984,000","15,744,000"
"985,000","15,760,000"
"986,000","15,776,000"
"987,000","15,792,000"
"988,000","15,808,000"
"989,000","15,824,000"
"990,000","15,840,000"
"991,000","15,856,000"
"992,000","15,872,000"
"993,000","15,888,000"
"994,000","15,904,000"
"995,000","15,920,000"
"996,000","15,936,000"
"997,000","15,952,000"
"998,000","15,968,000"
"999,000","15,984,000"
"1,000,000","16,000,000"
"1,001,000","16,008,000"
"1,002,000","16,016,000"
"1,003,000","16,024,000"
"1,004,000","16,032,000"
"1,005,000","16,040,000"
"1,006,000","16,048,000"
"1,007,000","16,056,000"
"1,008,000","16,064,000"
"1,009,000","16,072,000"
"1,010,000","16,080,000"
"1,011,000","16,088,000"
"1,012,000","16,096,000"
"1,013,000","16,104,000"
"1,014,000","16,112,000"
"1,015,000","16,120,000"
"1,016,000","16,128,000"
"1,017,000","16,136,000"
"1,018,000","16,144,000"
"1,019,000","16,152,000"
"1,020,000","16,160,000"
"1,021,000","16,168,000"
"1,022,000","16,176,000"
"1,023,000","16,184,000"
"1,024,000","16,192,000"
"1,025,000","16,200,000"
"1,026,000","16,208,000"
"1,027,000","16,216,000"
"1,028,000","16,224,000"
"1,029,000","16,232,000"
"1,030,000","16,240,000"
"1,031,000","16,248,000"
"1,032,000","16,256,000"
"1,033,000","16,264,000"
"1,034,000","16,272,000"
"1,035,000","16,280,000"
"1,036,000","16,288,000"
"1,037,000","16,296,000"
"1,038,000","16,304,000"
"1,039,000","16,312,000"
"1,040,000","16,320,000"
"1,041,000","16,328,000"
"1,042,000","16,336,000"
"1,043,000","16,344,000"
"1,044,000","16,352,000"
"1,045,000","16,360,000"
"1,046,000","16,368,000"
"1,047,000","16,376,000"
"1,048,000","16,384,000"
"1,049,000","16,392,000"
"1,050,000","16,400,000"
"1,051,000","16,408,000"
"1,052,000","16,416,000"
"1,053,000","16,424,000"
"1,054,000","16,432,000"
"1,055,000","16,440,000"
"1,056,000","16,448,000"
"1,057,000","16,456,000"
"1,058,000","16,464,000"
"1,059,000","16,472,000"
"1,060,000","16,480,000"
"1,061,000","16,488,000"
"1,062,000","16,496,000"
"1,063,000","16,504,000"
"1,064,000","16,512,000"
"1,065,000","16,520,000"
"1,066,000","16,528,000"
"1,067,000","16,536,000"
"1,068,000","16,544,000"
"1,069,000","16,552,000"
"1,070,000","16,560,000"
"1,071,000","16,568,000"
"1,072,000","16,576,000"
"1,073,000","16,584,000"
"1,074,000","16,592,000"
"1,075,000","16,600,000"
"1,076,000","16,608,000"
"1,077,000","16,616,000"
"1,078,000","16,624,000"
"1,079,000","16,632,000"
"1,080,000","16,640,000"
"1,081,000","16,648,000"
"1,082,000","16,656,000"
"1,083,000","16,664,000"
"1,084,000","16,672,000"
"1,085,000","16,680,000"
"1,086,000","16,688,000"
"1,087,000","16,696,000"
"1,088,000","16,704,000"
"1,089,000","16,712,000"
"1,090,000","16,720,000"
"1,091,000","16,728,000"
"1,092,000","16,736,000"
"1,093,000","16,744,000"
"1,094,000","16,752,000"
"1,095,000","16,760,000"
"1,096,000","16,768,000"
"1,097,000","16,776,000"
"1,098,000","16,784,000"
"1,099,000","16,792,000"
"1,100,000","16,800,000"
"1,101,000","16,808,000"
"1,102,000","16,816,000"
"1,103,000","16,824,000"
"1,104,000","16,832,000"
"1,105,000","16,840,000"
"1,106,000","16,848,000"
"1,107,000","16,856,000"
"1,108,000","16,864,000"
"1,109,000","16,872,000"
"1,110,000","16,880,000"
"1,111,000","16,888,000"
"1,112,000","16,896,000"
"1,113,000","16,904,000"
"1,114,000","16,912,000"
"1,115,000","16,920,000"
"1,116,000","16,928,000"
"1,117,000","16,936,000"
"1,118,000","16,944,000"
"1,119,000","16,952,000"
"1,120,000","16,960,000"
"1,121,000","16,968,000"
"1,122,000","16,976,000"
"1,123,000","16,984,000"
"1,124,000","16,992,000"
"1,125,000","17,000,000"
"1,126,000","17,008,000"
"1,127,000","17,016,000"
"1,128,000","17,024,000"
"1,129,000","17,032,000"
"1,130,000","17,040,000"
"1,131,000","17,048,000"
"1,132,000","17,056,000"
"1,133,000","17,064,000"
"1,134,000","17,072,000"
"1,135,000","17,080,000"
"1,136,000","17,088,000"
"1,137,000","17,096,000"
"1,138,000","17,104,000"
"1,139,000","17,112,000"
"1,140,000","17,120,000"
"1,141,000","17,128,000"
"1,142,000","17,136,000"
"1,143,000","17,144,000"
"1,144,000","17,152,000"
"1,145,000","17,160,000"
"1,146,000","17,168,000"
"1,147,000","17,176,000"
"1,148,000","17,184,000"
"1,149,000","17,192,000"
"1,150,000","17,200,000"
"1,151,000","17,208,000"
"1,152,000","17,216,000"
"1,153,000","17,224,000"
"1,154,000","17,232,000"
"1,155,000","17,240,000"
"1,156,000","17,248,000"
"1,157,000","17,256,000"
"1,158,000","17,264,000"
"1,159,000","17,272,000"
"1,160,000","17,280,000"
"1,161,000","17,288,000"
