"threshold","percentile_sum","cumulative_sum"
0.0468,162812,26772365
0.0467,161816,26934181
0.0466,164456,27098637
0.0465,164707,27263344
0.0464,164854,27428198
0.0463,168193,27596391
0.0462,168831,27765222
0.0461,169001,27934223
0.046,170573,28104796
0.0459,171597,28276393
0.0458,173348,28449741
0.0457,175161,28624902
0.0456,174579,28799481
0.0455,176191,28975672
0.0454,177148,29152820
0.0453,180027,29332847
0.0452,179846,29512693
0.0451,182509,29695202
0.045,182383,29877585
0.0449,184112,30061697
0.0448,184474,30246171
0.0447,185831,30432002
0.0446,188934,30620936
0.0445,188772,30809708
0.0444,190393,31000101
0.0443,192186,31192287
0.0442,193315,31385602
0.0441,195109,31580711
0.044,197543,31778254
0.0439,196647,31974901
0.0438,198593,32173494
0.0437,199485,32372979
0.0436,201200,32574179
0.0435,202718,32776897
0.0434,204344,32981241
0.0433,204819,33186060
0.0432,207077,33393137
0.0431,208017,33601154
0.043,209533,33810687
0.0429,210617,34021304
0.0428,212717,34234021
0.0427,214100,34448121
0.0426,216358,34664479
0.0425,218074,34882553
0.0424,219438,35101991
0.0423,219927,35321918
0.0422,222673,35544591
0.0421,224111,35768702
0.042,225861,35994563
0.0419,224559,36219122
0.0418,226869,36445991
0.0417,230379,36676370
0.0416,232084,36908454
0.0415,233754,37142208
0.0414,233875,37376083
0.0413,235792,37611875
0.0412,236828,37848703
0.0411,240080,38088783
0.041,239855,38328638
0.0409,242523,38571161
0.0408,243754,38814915
0.0407,246261,39061176
0.0406,249442,39310618
0.0405,249043,39559661
0.0404,250916,39810577
0.0403,253543,40064120
0.0402,254931,40319051
0.0401,256588,40575639
0.04,258744,40834383
0.0399,260073,41094456
0.0398,262699,41357155
0.0397,265124,41622279
0.0396,265471,41887750
0.0395,266980,42154730
0.0394,270346,42425076
0.0393,270383,42695459
0.0392,273216,42968675
0.0391,275627,43244302
0.039,276611,43520913
0.0389,281865,43802778
0.0388,281008,44083786
0.0387,282029,44365815
0.0386,284834,44650649
0.0385,286571,44937220
0.0384,288932,45226152
0.0383,291114,45517266
0.0382,293072,45810338
0.0381,295651,46105989
0.038,297420,46403409
0.0379,299198,46702607
0.0378,302367,47004974
0.0377,304783,47309757
0.0376,306066,47615823
0.0375,306477,47922300
0.0374,308553,48230853
0.0373,311501,48542354
0.0372,313757,48856111
0.0371,317783,49173894
0.037,318592,49492486
0.0369,322200,49814686
0.0368,323045,50137731
0.0367,324790,50462521
0.0366,328007,50790528
0.0365,329848,51120376
0.0364,331233,51451609
0.0363,334132,51785741
0.0362,338248,52123989
0.0361,339940,52463929
0.036,340855,52804784
0.0359,345054,53149838
0.0358,346195,53496033
0.0357,349208,53845241
0.0356,351880,54197121
0.0355,354631,54551752
0.0354,358300,54910052
0.0353,359793,55269845
0.0352,362149,55631994
0.0351,365701,55997695
0.035,366515,56364210
0.0349,370231,56734441
0.0348,372194,57106635
0.0347,375750,57482385
0.0346,376976,57859361
0.0345,379723,58239084
0.0344,383779,58622863
0.0343,385263,59008126
0.0342,388330,59396456
0.0341,391491,59787947
0.034,394756,60182703
0.0339,396533,60579236
0.0338,399666,60978902
0.0337,403115,61382017
0.0336,406129,61788146
0.0335,408885,62197031
0.0334,412237,62609268
0.0333,413757,63023025
0.0332,416849,63439874
0.0331,421538,63861412
0.033,424208,64285620
0.0329,426158,64711778
0.0328,429769,65141547
0.0327,433192,65574739
0.0326,433167,66007906
0.0325,438343,66446249
0.0324,441737,66887986
0.0323,444604,67332590
0.0322,447368,67779958
0.0321,453070,68233028
0.032,456429,68689457
0.0319,459768,69149225
0.0318,464395,69613620
0.0317,463720,70077340
0.0316,467693,70545033
0.0315,473052,71018085
0.0314,475004,71493089
0.0313,478463,71971552
0.0312,480734,72452286
0.0311,485795,72938081
0.031,490276,73428357
0.0309,491814,73920171
0.0308,494540,74414711
0.0307,500782,74915493
0.0306,504625,75420118
0.0305,507117,75927235
0.0304,513235,76440470
0.0303,513633,76954103
0.0302,518602,77472705
0.0301,520633,77993338
0.03,526110,78519448
0.0299,531402,79050850
0.0298,533664,79584514
0.0297,537264,80121778
0.0296,540204,80661982
0.0295,545130,81207112
0.0294,547961,81755073
0.0293,551761,82306834
0.0292,556849,82863683
0.0291,561470,83425153
0.029,564797,83989950
0.0289,570577,84560527
0.0288,573874,85134401
0.0287,576610,85711011
0.0286,578497,86289508
0.0285,587679,86877187
0.0284,590077,87467264
0.0283,595232,88062496
0.0282,599340,88661836
0.0281,603607,89265443
0.028,606552,89871995
0.0279,613361,90485356
0.0278,617743,91103099
0.0277,621871,91724970
0.0276,624200,92349170
0.0275,630314,92979484
0.0274,635022,93614506
0.0273,636633,94251139
0.0272,643665,94894804
0.0271,649010,95543814
0.027,650893,96194707
0.0269,662102,96856809
0.0268,665351,97522160
0.0267,669779,98191939
0.0266,670587,98862526
0.0265,678698,99541224
0.0264,686714,100227938
0.0263,689387,100917325
0.0262,692730,101610055
0.0261,698955,102309010
0.026,702736,103011746
0.0259,709329,103721075
0.0258,713918,104434993
0.0257,719359,105154352
0.0256,724766,105879118
0.0255,732625,106611743
0.0254,737984,107349727
0.0253,743490,108093217
0.0252,749362,108842579
0.0251,754128,109596707
0.025,758765,110355472
0.0249,765639,111121111
0.0248,778527,111899638
0.0247,777642,112677280
0.0246,781572,113458852
0.0245,789075,114247927
0.0244,795579,115043506
0.0243,799220,115842726
0.0242,807385,116650111
0.0241,814687,117464798
0.024,819976,118284774
0.0239,823387,119108161
0.0238,836113,119944274
0.0237,837931,120782205
0.0236,846551,121628756
0.0235,849944,122478700
0.0234,858167,123336867
0.0233,865740,124202607
0.0232,873783,125076390
0.0231,880207,125956597
0.023,889492,126846089
0.0229,892417,127738506
0.0228,900318,128638824
0.0227,907502,129546326
0.0226,915728,130462054
0.0225,925175,131387229
0.0224,933567,132320796
0.0223,936747,133257543
0.0222,943787,134201330
0.0221,951663,135152993
0.022,961738,136114731
0.0219,970565,137085296
0.0218,976758,138062054
0.0217,987101,139049155
