"threshold","percentile_sum","cumulative_sum"
0.4565,149829,104297777
0.4564,149272,104447049
0.4563,150973,104598022
0.4562,149843,104747865
0.4561,152282,104900147
0.456,149653,105049800
0.4559,150695,105200495
0.4558,150203,105350698
0.4557,149790,105500488
0.4556,151256,105651744
0.4555,150121,105801865
0.4554,151641,105953506
0.4553,152387,106105893
0.4552,153051,106258944
0.4551,152306,106411250
0.455,151959,106563209
0.4549,152472,106715681
0.4548,152928,106868609
0.4547,151943,107020552
0.4546,152957,107173509
0.4545,153471,107326980
0.4544,153267,107480247
0.4543,153727,107633974
0.4542,154274,107788248
0.4541,154723,107942971
0.454,154094,108097065
0.4539,152776,108249841
0.4538,154186,108404027
0.4537,154685,108558712
0.4536,155609,108714321
0.4535,153732,108868053
0.4534,154031,109022084
0.4533,155227,109177311
0.4532,155802,109333113
0.4531,154430,109487543
0.453,155277,109642820
0.4529,156471,109799291
0.4528,156211,109955502
0.4527,155982,110111484
0.4526,156166,110267650
0.4525,156419,110424069
0.4524,156206,110580275
0.4523,156192,110736467
0.4522,156832,110893299
0.4521,156454,111049753
0.452,157287,111207040
0.4519,156774,111363814
0.4518,158584,111522398
0.4517,158460,111680858
0.4516,157084,111837942
0.4515,158648,111996590
0.4514,158765,112155355
0.4513,157842,112313197
0.4512,157433,112470630
0.4511,158563,112629193
0.451,159040,112788233
0.4509,158036,112946269
0.4508,160874,113107143
0.4507,158733,113265876
0.4506,159523,113425399
0.4505,159202,113584601
0.4504,158793,113743394
0.4503,159505,113902899
0.4502,159161,114062060
0.4501,159525,114221585
0.45,159675,114381260
0.4499,160336,114541596
0.4498,160545,114702141
0.4497,161100,114863241
0.4496,161566,115024807
0.4495,160391,115185198
0.4494,160768,115345966
0.4493,161654,115507620
0.4492,161013,115668633
0.4491,161091,115829724
0.449,162467,115992191
0.4489,161855,116154046
0.4488,161437,116315483
0.4487,162789,116478272
0.4486,161719,116639991
0.4485,163253,116803244
0.4484,162055,116965299
0.4483,163584,117128883
0.4482,161869,117290752
0.4481,162623,117453375
0.448,163242,117616617
0.4479,162526,117779143
0.4478,164985,117944128
0.4477,162978,118107106
0.4476,164195,118271301
0.4475,163933,118435234
0.4474,164766,118600000
0.4473,165545,118765545
0.4472,164361,118929906
0.4471,164612,119094518
0.447,166481,119260999
0.4469,166146,119427145
0.4468,164025,119591170
0.4467,165795,119756965
0.4466,165781,119922746
0.4465,166524,120089270
0.4464,165941,120255211
0.4463,166318,120421529
0.4462,166533,120588062
0.4461,167695,120755757
0.446,166044,120921801
0.4459,166020,121087821
0.4458,166357,121254178
0.4457,166867,121421045
0.4456,166402,121587447
0.4455,168387,121755834
0.4454,166433,121922267
0.4453,167706,122089973
0.4452,167913,122257886
0.4451,168265,122426151
0.445,168604,122594755
0.4449,168291,122763046
0.4448,168662,122931708
0.4447,167121,123098829
0.4446,170880,123269709
0.4445,169803,123439512
0.4444,170125,123609637
0.4443,169453,123779090
0.4442,169636,123948726
0.4441,170613,124119339
0.444,169999,124289338
0.4439,170149,124459487
0.4438,170317,124629804
0.4437,169836,124799640
0.4436,170135,124969775
0.4435,170962,125140737
0.4434,170420,125311157
0.4433,171518,125482675
0.4432,171740,125654415
0.4431,171773,125826188
0.443,171888,125998076
0.4429,171827,126169903
0.4428,171891,126341794
0.4427,172262,126514056
0.4426,171350,126685406
0.4425,173438,126858844
0.4424,171757,127030601
0.4423,173721,127204322
0.4422,172853,127377175
0.4421,172530,127549705
0.442,173882,127723587
0.4419,173527,127897114
0.4418,174225,128071339
0.4417,172870,128244209
0.4416,174920,128419129
0.4415,174462,128593591
0.4414,174110,128767701
0.4413,175225,128942926
0.4412,173475,129116401
0.4411,175377,129291778
0.441,174744,129466522
0.4409,175125,129641647
0.4408,174355,129816002
0.4407,175064,129991066
0.4406,174964,130166030
0.4405,175407,130341437
0.4404,177114,130518551
0.4403,176264,130694815
0.4402,175687,130870502
0.4401,176397,131046899
0.44,176472,131223371
0.4399,177733,131401104
0.4398,178171,131579275
0.4397,177634,131756909
0.4396,177743,131934652
0.4395,178084,132112736
0.4394,176305,132289041
0.4393,178417,132467458
0.4392,179290,132646748
0.4391,177502,132824250
0.439,178728,133002978
0.4389,177759,133180737
0.4388,178265,133359002
0.4387,179752,133538754
0.4386,179488,133718242
0.4385,180472,133898714
0.4384,179009,134077723
0.4383,179785,134257508
0.4382,179375,134436883
0.4381,180263,134617146
0.438,181381,134798527
0.4379,181483,134980010
0.4378,180556,135160566
0.4377,179587,135340153
0.4376,181488,135521641
0.4375,180558,135702199
0.4374,180739,135882938
0.4373,181065,136064003
0.4372,180966,136244969
0.4371,180699,136425668
0.437,182018,136607686
0.4369,182410,136790096
0.4368,181616,136971712
0.4367,181535,137153247
0.4366,182750,137335997
0.4365,181590,137517587
0.4364,183329,137700916
0.4363,183580,137884496
0.4362,183510,138068006
0.4361,181320,138249326
0.436,183601,138432927
0.4359,182650,138615577
0.4358,184164,138799741
0.4357,184459,138984200
0.4356,183706,139167906
0.4355,182641,139350547
0.4354,184801,139535348
0.4353,184515,139719863
0.4352,184809,139904672
0.4351,185447,140090119
0.435,183956,140274075
0.4349,185294,140459369
0.4348,186112,140645481
0.4347,185870,140831351
0.4346,185351,141016702
0.4345,185366,141202068
0.4344,187598,141389666
0.4343,185153,141574819
0.4342,185662,141760481
0.4341,186918,141947399
0.434,186521,142133920
0.4339,187507,142321427
0.4338,188114,142509541
0.4337,187030,142696571
0.4336,186615,142883186
0.4335,188205,143071391
0.4334,189393,143260784
0.4333,187264,143448048
0.4332,187435,143635483
0.4331,187326,143822809
0.433,187684,144010493
0.4329,187758,144198251
0.4328,189641,144387892
0.4327,189884,144577776
0.4326,189669,144767445
0.4325,189149,144956594
0.4324,189267,145145861
0.4323,189218,145335079
0.4322,189275,145524354
0.4321,190381,145714735
0.432,190036,145904771
0.4319,190282,146095053
0.4318,189646,146284699
0.4317,190521,146475220
0.4316,190568,146665788
0.4315,189123,146854911
0.4314,190625,147045536
0.4313,191341,147236877
0.4312,191593,147428470
0.4311,190823,147619293
0.431,189660,147808953
0.4309,192887,148001840
0.4308,193166,148195006
0.4307,191599,148386605
0.4306,191102,148577707
0.4305,191771,148769478
0.4304,194288,148963766
0.4303,193286,149157052
0.4302,192112,149349164
0.4301,193149,149542313
0.43,192550,149734863
0.4299,195081,149929944
0.4298,193763,150123707
0.4297,192996,150316703
0.4296,194247,150510950
0.4295,194627,150705577
0.4294,195148,150900725
0.4293,194336,151095061
0.4292,196443,151291504
0.4291,196633,151488137
0.429,193900,151682037
0.4289,195790,151877827
0.4288,194367,152072194
0.4287,197045,152269239
0.4286,195266,152464505
0.4285,197332,152661837
0.4284,196837,152858674
0.4283,197638,153056312
0.4282,196407,153252719
0.4281,196620,153449339
0.428,196422,153645761
0.4279,198098,153843859
0.4278,198245,154042104
0.4277,197929,154240033
0.4276,196393,154436426
0.4275,198551,154634977
0.4274,197574,154832551
0.4273,196467,155029018
0.4272,198038,155227056
0.4271,198356,155425412
0.427,197690,155623102
0.4269,199180,155822282
0.4268,198689,156020971
0.4267,198939,156219910
0.4266,200182,156420092
0.4265,199660,156619752
0.4264,201155,156820907
0.4263,199837,157020744
0.4262,199045,157219789
0.4261,201045,157420834
0.426,201652,157622486
0.4259,201138,157823624
0.4258,200320,158023944
0.4257,202121,158226065
0.4256,201956,158428021
0.4255,200818,158628839
0.4254,202031,158830870
0.4253,202556,159033426
0.4252,202070,159235496
0.4251,203260,159438756
0.425,201995,159640751
0.4249,201642,159842393
0.4248,201648,160044041
0.4247,203445,160247486
0.4246,202059,160449545
0.4245,203254,160652799
0.4244,203843,160856642
0.4243,203082,161059724
0.4242,202835,161262559
0.4241,203510,161466069
0.424,204127,161670196
0.4239,204430,161874626
0.4238,204296,162078922
0.4237,204396,162283318
0.4236,206559,162489877
0.4235,204534,162694411
0.4234,204956,162899367
0.4233,204880,163104247
0.4232,206936,163311183
0.4231,204458,163515641
0.423,203984,163719625
0.4229,204954,163924579
0.4228,205725,164130304
0.4227,204676,164334980
0.4226,206348,164541328
0.4225,205705,164747033
0.4224,205891,164952924
0.4223,207871,165160795
0.4222,206667,165367462
0.4221,206459,165573921
0.422,206536,165780457
0.4219,207230,165987687
0.4218,207702,166195389
0.4217,207167,166402556
0.4216,207417,166609973
0.4215,207474,166817447
0.4214,209084,167026531
0.4213,207604,167234135
0.4212,209914,167444049
0.4211,209445,167653494
0.421,209097,167862591
0.4209,208617,168071208
0.4208,207712,168278920
0.4207,210931,168489851
0.4206,210228,168700079
0.4205,209560,168909639
0.4204,209413,169119052
0.4203,210457,169329509
0.4202,210807,169540316
0.4201,210884,169751200
0.42,210159,169961359
0.4199,210123,170171482
0.4198,211188,170382670
0.4197,209658,170592328
0.4196,211608,170803936
0.4195,210950,171014886
0.4194,212484,171227370
0.4193,212490,171439860
0.4192,211946,171651806
0.4191,212621,171864427
0.419,211678,172076105
0.4189,212077,172288182
0.4188,212306,172500488
0.4187,212570,172713058
0.4186,212921,172925979
0.4185,213277,173139256
0.4184,212636,173351892
0.4183,213203,173565095
0.4182,213211,173778306
0.4181,212808,173991114
0.418,214800,174205914
0.4179,214705,174420619
0.4178,214568,174635187
0.4177,213987,174849174
0.4176,213546,175062720
0.4175,214926,175277646
0.4174,214727,175492373
0.4173,215151,175707524
0.4172,216493,175924017
0.4171,215199,176139216
0.417,215851,176355067
0.4169,214843,176569910
0.4168,216237,176786147
0.4167,217062,177003209
0.4166,215682,177218891
0.4165,215631,177434522
0.4164,214848,177649370
0.4163,215188,177864558
0.4162,217419,178081977
0.4161,218610,178300587
0.416,215994,178516581
0.4159,217736,178734317
0.4158,217321,178951638
0.4157,216868,179168506
0.4156,219248,179387754
0.4155,218777,179606531
0.4154,218086,179824617
0.4153,218211,180042828
0.4152,219789,180262617
0.4151,218641,180481258
0.415,220004,180701262
0.4149,218467,180919729
0.4148,220551,181140280
0.4147,218785,181359065
0.4146,220375,181579440
0.4145,219562,181799002
0.4144,220621,182019623
0.4143,219318,182238941
0.4142,220558,182459499
0.4141,220568,182680067
0.414,219640,182899707
0.4139,221059,183120766
0.4138,221122,183341888
0.4137,220008,183561896
0.4136,221748,183783644
0.4135,219828,184003472
0.4134,220614,184224086
0.4133,222029,184446115
0.4132,222934,184669049
0.4131,222620,184891669
0.413,222365,185114034
0.4129,222430,185336464
0.4128,222933,185559397
0.4127,222716,185782113
0.4126,221551,186003664
0.4125,223494,186227158
0.4124,223629,186450787
0.4123,224458,186675245
0.4122,223605,186898850
0.4121,223469,187122319
0.412,225055,187347374
0.4119,223704,187571078
0.4118,223791,187794869
0.4117,223944,188018813
0.4116,224501,188243314
0.4115,224301,188467615
0.4114,226568,188694183
0.4113,224811,188918994
0.4112,225183,189144177
0.4111,224970,189369147
0.411,224343,189593490
0.4109,225788,189819278
0.4108,226203,190045481
0.4107,225871,190271352
0.4106,226340,190497692
0.4105,225545,190723237
0.4104,225502,190948739
0.4103,224989,191173728
0.4102,226194,191399922
0.4101,227284,191627206
0.41,226020,191853226
0.4099,227555,192080781
0.4098,227669,192308450
0.4097,227184,192535634
0.4096,227263,192762897
0.4095,228244,192991141
0.4094,228262,193219403
0.4093,229133,193448536
0.4092,229393,193677929
0.4091,229532,193907461
0.409,228401,194135862
0.4089,228991,194364853
0.4088,229140,194593993
0.4087,229747,194823740
0.4086,228343,195052083
0.4085,229892,195281975
0.4084,229087,195511062
0.4083,230371,195741433
0.4082,229821,195971254
0.4081,230050,196201304
0.408,230350,196431654
0.4079,231505,196663159
0.4078,230325,196893484
0.4077,231100,197124584
0.4076,232515,197357099
0.4075,230316,197587415
0.4074,231991,197819406
0.4073,231899,198051305
0.4072,231308,198282613
0.4071,233502,198516115
0.407,232442,198748557
0.4069,231698,198980255
0.4068,234511,199214766
0.4067,233527,199448293
0.4066,231895,199680188
0.4065,232748,199912936
0.4064,232290,200145226
0.4063,230989,200376215
0.4062,233503,200609718
0.4061,232211,200841929
0.406,234963,201076892
0.4059,233283,201310175
0.4058,233088,201543263
0.4057,234041,201777304
0.4056,234004,202011308
0.4055,235341,202246649
0.4054,234524,202481173
0.4053,235579,202716752
0.4052,234009,202950761
0.4051,234941,203185702
